id,date,code,payment_method,items,total,total_qty,raw_data
2036,19/04/2025,INV-20250419-1484,transfer,"Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",302722500,4,"{""Besi Wiremesh M8 full SNI"":""1x6273000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2037,02/04/2025,INV-20250402-8412,transfer,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",18730000,6,"{""Besi Beton 12 IBD SNI"":""2x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2038,01/05/2025,INV-20250501-7599,credit card,"Besi Beton 12 IBD SNI,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",173000,4,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2039,29/04/2025,INV-20250429-8330,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI",173000,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
2040,11/05/2025,INV-20250511-4826,transfer,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,WF 150 x 75 mm x 12m",17000,4,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2041,15/05/2025,INV-20250515-3020,cash,"CNP Baja Ringan Prima Truss 0.65mm,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",109000,4,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2042,05/04/2025,INV-20250405-2132,credit card,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",62722500,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2043,06/04/2025,INV-20250406-3570,cash,"Besi Beton 12 IBD SNI,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",11873000,5,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Bondek 0.75 x 1000 x 6M"":""2x730000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2044,29/04/2025,INV-20250429-7507,cash,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm",3873000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000""}"
2045,09/04/2025,INV-20250409-9524,transfer,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI",8935000,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
2046,04/04/2025,INV-20250404-9989,credit card,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI",1893500,4,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
2047,05/05/2025,INV-20250505-7676,credit card,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m",41893500,5,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
2048,01/04/2025,INV-20250401-8272,cash,"Besi Beton 12 IBD SNI,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",1893500,3,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2049,19/05/2025,INV-20250519-5544,transfer,"WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M",302722500,4,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2050,10/05/2025,INV-20250510-9063,credit card,"Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",4198000,5,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2051,12/04/2025,INV-20250412-9569,transfer,"CNP Baja Ringan Prima Truss 0.65mm,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",19000,5,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2052,14/05/2025,INV-20250514-3916,cash,"CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm,Atap spandek 0.35 mm x 6m",17000,5,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2053,17/04/2025,INV-20250417-1292,e-wallet,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M",31873000,5,"{""Besi Beton 12 IBD SNI"":""2x93500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2054,16/05/2025,INV-20250516-8813,credit card,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.75mm",393500,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000""}"
2055,10/05/2025,INV-20250510-9204,credit card,"Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",193500,5,"{""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2056,11/04/2025,INV-20250411-7945,credit card,"Besi Beton 12 IBD SNI,Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M",11873000,5,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Beton 12 TJ SNI"":""2x893500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2057,19/05/2025,INV-20250519-2675,transfer,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm",1893500,3,"{""Besi Beton 12 IBD SNI"":""1x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
2058,06/05/2025,INV-20250506-4847,cash,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm",22722500,5,"{""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
2059,06/04/2025,INV-20250406-6179,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI",28000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
2060,21/05/2025,INV-20250521-6054,credit card,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI",21000,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
2061,21/05/2025,INV-20250521-4259,credit card,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M",2573000,3,"{""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2062,10/04/2025,INV-20250410-7558,credit card,"Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",452722500,4,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2063,09/04/2025,INV-20250409-8839,e-wallet,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI",218000,5,"{""Besi Beton 12 IBD SNI"":""2x93500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
2064,09/05/2025,INV-20250509-8390,e-wallet,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",198000,3,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2065,04/04/2025,INV-20250404-5646,credit card,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI",8730000,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Besi Beton 12 TJ SNI"":""2x893500""}"
2066,02/04/2025,INV-20250402-7466,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI",21000,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Beton 12 TJ SNI"":""1x893500""}"
2067,27/04/2025,INV-20250427-5427,credit card,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",122722500,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2068,04/04/2025,INV-20250404-4600,credit card,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm",208000,3,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000""}"
2069,10/04/2025,INV-20250410-1691,cash,"CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",1093500,4,"{""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2070,04/05/2025,INV-20250504-6605,transfer,"CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M",1193500,6,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Beton 12 TJ SNI"":""2x893500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2071,12/04/2025,INV-20250412-4348,transfer,"CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",1893500,5,"{""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Besi Beton 12 TJ SNI"":""1x893500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2072,13/04/2025,INV-20250413-1861,e-wallet,"Besi Wiremesh M8 full SNI,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",45893500,4,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""Bondek 0.75 x 1000 x 6M"":""1x730000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2073,16/05/2025,INV-20250516-9247,credit card,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.65mm,Bondek 0.75 x 1000 x 6M",80000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2074,18/05/2025,INV-20250518-1363,transfer,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,Bondek 0.75 x 1000 x 6M",117000,5,"{""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2075,05/05/2025,INV-20250505-1040,cash,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.75mm,Bondek 0.75 x 1000 x 6M",72722500,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2076,10/05/2025,INV-20250510-3059,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Wiremesh M8 full SNI,Atap spandek 0.35 mm x 6m",4193500,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Wiremesh M8 full SNI"":""2x6273000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2077,21/04/2025,INV-20250421-9663,e-wallet,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m",293500,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2078,24/04/2025,INV-20250424-7096,transfer,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",293500,6,"{""Besi Beton 12 IBD SNI"":""2x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2079,05/05/2025,INV-20250505-1846,cash,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm",3893500,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""WF 150 x 75 mm x 12m"":""2x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000""}"
2080,10/05/2025,INV-20250510-5738,transfer,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,WF 150 x 75 mm x 12m",18000,4,"{""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
2081,21/05/2025,INV-20250521-5939,cash,"Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",2198000,4,"{""Besi Wiremesh M8 full SNI"":""1x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
2082,21/04/2025,INV-20250421-7319,e-wallet,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI",209000,3,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
2083,06/05/2025,INV-20250506-6722,credit card,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.65mm,Atap spandek 0.35 mm x 6m",393500,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2084,18/04/2025,INV-20250418-3916,credit card,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI",9000,3,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
2085,02/05/2025,INV-20250502-8230,e-wallet,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI",409000,4,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Wiremesh M8 full SNI"":""2x6273000""}"
2086,17/05/2025,INV-20250517-9603,e-wallet,"WF 150 x 75 mm x 12m,Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI",2198000,4,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Besi Beton 12 TJ SNI"":""2x893500""}"
2087,04/04/2025,INV-20250404-9037,e-wallet,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI",2873000,5,"{""Besi Beton 12 IBD SNI"":""2x93500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Besi Beton 12 TJ SNI"":""2x893500""}"
2088,19/04/2025,INV-20250419-5683,cash,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,WF 150 x 75 mm x 12m",212722500,4,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2089,18/04/2025,INV-20250418-7334,e-wallet,"WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",173000,4,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Beton 12 TJ SNI"":""1x893500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2090,08/04/2025,INV-20250408-2743,cash,"Besi Beton 12 IBD SNI,Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m",2873000,5,"{""Besi Beton 12 IBD SNI"":""2x93500"",""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2091,22/04/2025,INV-20250422-2051,transfer,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m",32722500,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""1x93500"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
2092,11/05/2025,INV-20250511-9080,e-wallet,"WF 150 x 75 mm x 12m,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",12722500,4,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""CNP Baja Ringan Prima Truss 0.75mm"":""1x873000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
2093,15/05/2025,INV-20250515-5253,cash,"CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm,Atap spandek 0.35 mm x 6m",17000,5,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2094,02/04/2025,INV-20250402-5868,credit card,"CNP Baja Ringan Prima Truss 0.65mm,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",2873000,6,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
2095,10/05/2025,INV-20250510-4677,credit card,"Besi Beton 12 IBD SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",70000,5,"{""Besi Beton 12 IBD SNI"":""2x93500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2096,09/05/2025,INV-20250509-9251,transfer,"CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI,Atap spandek 0.35 mm x 6m",21893500,4,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2097,11/04/2025,INV-20250411-1627,credit card,"CNP Baja Ringan Prima Truss 0.75mm,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",1893500,5,"{""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2098,06/05/2025,INV-20250506-2569,e-wallet,"Besi Beton 12 IBD SNI,Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm",2198000,4,"{""Besi Beton 12 IBD SNI"":""1x93500"",""Besi Wiremesh M8 full SNI"":""1x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000""}"
2099,16/04/2025,INV-20250416-5051,credit card,"Atap spandek 0.25 mm x 6m 1kg,WF 150 x 75 mm x 12m,WF 150 x 75 mm x 12m",2873000,4,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""WF 150 x 75 mm x 12m"":""1x2722500"",""WF 150 x 75 mm x 12m"":""2x2722500""}"
2100,14/05/2025,INV-20250514-8939,e-wallet,"WF 150 x 75 mm x 12m,WF 150 x 75 mm x 12m,Atap spandek 0.35 mm x 6m",11000,3,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""WF 150 x 75 mm x 12m"":""1x2722500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2101,22/04/2025,INV-20250422-1511,credit card,"WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",62722500,5,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2102,09/04/2025,INV-20250409-8026,cash,"Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.65mm,Besi Wiremesh M8 full SNI",22873000,5,"{""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Wiremesh M8 full SNI"":""1x6273000""}"
2103,18/05/2025,INV-20250518-4735,credit card,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,Bondek 0.75 x 1000 x 6M",8873000,5,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2104,08/04/2025,INV-20250408-9235,credit card,"Atap spandek 0.25 mm x 6m 1kg,Besi Beton 12 IBD SNI,CNP Baja Ringan Prima Truss 0.75mm",393500,6,"{""Atap spandek 0.25 mm x 6m 1kg"":""2x198000"",""Besi Beton 12 IBD SNI"":""2x93500"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000""}"
2105,11/05/2025,INV-20250511-2205,credit card,"Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,Atap spandek 0.35 mm x 6m",407000,5,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2106,12/05/2025,INV-20250512-1715,cash,"Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,Bondek 0.75 x 1000 x 6M",252722500,4,"{""Besi Wiremesh M8 full SNI"":""1x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2107,20/05/2025,INV-20250520-4696,e-wallet,"WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI,Bondek 0.75 x 1000 x 6M",112722500,6,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Beton 12 TJ SNI"":""2x893500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2108,13/04/2025,INV-20250413-1260,credit card,"Besi Beton 12 TJ SNI,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",112722500,6,"{""Besi Beton 12 TJ SNI"":""2x893500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""2x730000""}"
2109,25/04/2025,INV-20250425-9318,cash,"WF 150 x 75 mm x 12m,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",12722500,4,"{""WF 150 x 75 mm x 12m"":""2x2722500"",""Besi Beton 12 TJ SNI"":""1x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2110,22/04/2025,INV-20250422-5451,e-wallet,"CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",2873000,6,"{""CNP Baja Ringan Prima Truss 0.65mm"":""2x73000"",""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
2111,28/04/2025,INV-20250428-2182,credit card,"Besi Wiremesh M8 full SNI,Besi Beton 12 TJ SNI,Atap spandek 0.35 mm x 6m",209000,4,"{""Besi Wiremesh M8 full SNI"":""1x6273000"",""Besi Beton 12 TJ SNI"":""2x893500"",""Atap spandek 0.35 mm x 6m"":""1x893500""}"
2112,30/04/2025,INV-20250430-8241,credit card,"WF 150 x 75 mm x 12m,WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M",6873000,4,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""WF 150 x 75 mm x 12m"":""2x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000""}"
2113,18/04/2025,INV-20250418-8607,transfer,"Besi Wiremesh M8 full SNI,CNP Baja Ringan Prima Truss 0.75mm,WF 150 x 75 mm x 12m",408000,5,"{""Besi Wiremesh M8 full SNI"":""2x6273000"",""CNP Baja Ringan Prima Truss 0.75mm"":""2x873000"",""WF 150 x 75 mm x 12m"":""1x2722500""}"
2114,19/05/2025,INV-20250519-2075,cash,"Atap spandek 0.25 mm x 6m 1kg,CNP Baja Ringan Prima Truss 0.65mm,Besi Beton 12 TJ SNI",18000,3,"{""Atap spandek 0.25 mm x 6m 1kg"":""1x198000"",""CNP Baja Ringan Prima Truss 0.65mm"":""1x73000"",""Besi Beton 12 TJ SNI"":""1x893500""}"
2115,21/04/2025,INV-20250421-2638,cash,"WF 150 x 75 mm x 12m,Bondek 0.75 x 1000 x 6M,Atap spandek 0.35 mm x 6m",935000,4,"{""WF 150 x 75 mm x 12m"":""1x2722500"",""Bondek 0.75 x 1000 x 6M"":""1x730000"",""Atap spandek 0.35 mm x 6m"":""2x893500""}"
